,scoring,market,purchasing_date,review_title,review_content
0,100점,이마트인터넷쇼핑몰,2024.11.09.,"
갤럭시S24FE 출시를 기다렸고 마침 쓱DAY 할인이 
","갤럭시S24FE 출시를 기다렸고 마침 쓱DAY 할인이 떠서 큰 고민 없이 바로 주문했습니다.

포장은 두툼한 에어 쿠션으로 튼튼하게 포장되어 도착했는데 그 모습을 보는 것 만으로도 안심이 되었습니다.

평소 핸드폰 화면이 큰 것을 선호하는데, 이 모델 화면이 커서 만족합니다. 

이 폰이 좀 무겁다는 선행 리뷰가 있었으나 도착 후 이틀 정도 케이스 없이 사용할 때는 그 무거움을 크게 느끼지 못했습니다만, 비정품 케이스 장착 후 손에 들고 사용할 때는 그 무게가 실감되었습니다. 케이스 고르실때 이 점을 고려해 가볍거나 슬림한 케이스 고르시길 추천합니다. 
정품 실리콘 케이스는 아직 사용해 보지 않아서 케이스 장착시 무게 차이를 말씀드리지 못하겠습니다. 
삼성닷컴에서 구매혜택으로 제공하는 정품케이스 할인 쿠폰은 핸드폰 활성화 후 3일 지나야 다운로드 받을 수 있다고 해서 지금 기다리는 중입니다. 정품 케이스 구입 고려하신다면 이 점도 참고하세요.

늘어난 무게만큼 배터리 용량이 커져서 사용 시간이 더 오래 지속되어 매우 만족합니다.

전반적으로 이번 구매와 갤럭시S24FE 제품에 매우 만족합니다.

#삼성전자이벤트"
1,100점,SSG.COM,2024.11.09.,"
갤럭시S24FE 출시를 기다렸고 마침 쓱DAY 할인이 
","갤럭시S24FE 출시를 기다렸고 마침 쓱DAY 할인이 떠서 큰 고민 없이 바로 주문했습니다.

포장은 두툼한 에어 쿠션으로 튼튼하게 포장되어 도착했는데 그 모습을 보는 것 만으로도 안심이 되었습니다.

평소 핸드폰 화면이 큰 것을 선호하는데, 이 모델 화면이 커서 만족합니다. 

이 폰이 좀 무겁다는 선행 리뷰가 있었으나 도착 후 이틀 정도 케이스 없이 사용할 때는 그 무거움을 크게 느끼지 못했습니다만, 비정품 케이스 장착 후 손에 들고 사용할 때는 그 무게가 실감되었습니다. 케이스 고르실때 이 점을 고려해 가볍거나 슬림한 케이스 고르시길 추천합니다. 
정품 실리콘 케이스는 아직 사용해 보지 않아서 케이스 장착시 무게 차이를 말씀드리지 못하겠습니다. 
삼성닷컴에서 구매혜택으로 제공하는 정품케이스 할인 쿠폰은 핸드폰 활성화 후 3일 지나야 다운로드 받을 수 있다고 해서 지금 기다리는 중입니다. 정품 케이스 구입 고려하신다면 이 점도 참고하세요.

늘어난 무게만큼 배터리 용량이 커져서 사용 시간이 더 오래 지속되어 매우 만족합니다.

전반적으로 이번 구매와 갤럭시S24FE 제품에 매우 만족합니다.

#삼성전자이벤트"
2,100점,이마트인터넷쇼핑몰,2024.11.07.,"
그제 5년 이상 사용하던 S10+에서 교체했습니다. 퀀
","그제 5년 이상 사용하던 S10+에서 교체했습니다. 퀀텀5(A55)와 고민하던 중에 1만원 이하 알뜰요금제로 계속 사용할 예정이라 자급제폰인 S24FE로 선택했습니다. 기존 S10+와 비교하니 많이 크고 약간 무거운 것 같았습니다. 야구장에서 가끔 원거리 사진 찍는데 S10+에서는 10배 확대까지 가능했던  카메라가 최대 30배까지 확대가 가능해서 좋은 것 같습니다.  내년에는 원거리 촬영도 기분좋게 할 수 있을 것 같습니다. 가격은 작년보다 많이 올랐지만, 쓱데이 행사로 쿠폰할인에 카드사 할인까지해서 싸게 잘 구매한 것 같습니다. "
3,100점,SSG.COM,2024.11.07.,"
그제 5년 이상 사용하던 S10+에서 교체했습니다. 퀀
","그제 5년 이상 사용하던 S10+에서 교체했습니다. 퀀텀5(A55)와 고민하던 중에 1만원 이하 알뜰요금제로 계속 사용할 예정이라 자급제폰인 S24FE로 선택했습니다. 기존 S10+와 비교하니 많이 크고 약간 무거운 것 같았습니다. 야구장에서 가끔 원거리 사진 찍는데 S10+에서는 10배 확대까지 가능했던  카메라가 최대 30배까지 확대가 가능해서 좋은 것 같습니다.  내년에는 원거리 촬영도 기분좋게 할 수 있을 것 같습니다. 가격은 작년보다 많이 올랐지만, 쓱데이 행사로 쿠폰할인에 카드사 할인까지해서 싸게 잘 구매한 것 같습니다. "
4,100점,G마켓,2025.01.16.,"
예쁘고 편리해요.
","갤럭시 노트9 사용하다가 이번 빅스마일 행사 때 휴대폰을 바꿨습니다. s 플러스 사려다가 fe로 했는데 플러스 쓰는 가족 거와 화면 사이즈도 비슷하게 크고 속도도 빨라서 머무 좋아요.  이직 보호 필름을 안붙였는데, 붙이고 사용하면 더 오래 쓰겠지요? 실버색인데 깔끔하고 무난해서 좋아요!"
5,80점,G마켓,2025.01.20.,"
가격빼고 만족
",갤럭시 S시리즈 무선충전이 되는 모델로 알아보다 항상 시리즈 마지막에 나오는 FE버젼이 그나마 가격대비 쓸만하다는 생각에 매번 FE버젼을 구매중입니다.자급재로만 사용하기때문에...기타 복잡한 통신사등 약정 관련하여 번거로움은 없지만..그래도 여전히 비싸다는 느낌입니다.스마트폰 가격이 전모델이 100만원 아래로 형성되었으면 하는 개인적 바램.
6,100점,롯데하이마트,2024.11.29.,"
기존 A시리즈 쓰다가 노란색이 마
","기존 A시리즈 쓰다가 노란색이 마음에 들어서 s24fe로 갈아탔습니다. 팬에디션이라지만 A시리즈에 비하니 아주 훌륭하구요, 삼성서비스센터에서 보호필름 붙였는데 화면도 편안하니 좋아요. 자급제 유심기변도 편리하고 스마트스위치로 기존폰 정보도 다 옮길수 있어서 자급제폰 계속 쓰게되네요."
7,100점,신세계몰,2024.11.13.,"
일요일 저녁 늦게 주문하고 화요일 오전에 잘 받았습니다
",일요일 저녁 늦게 주문하고 화요일 오전에 잘 받았습니다. 배송 및 포장상태 굿 이구요. 친환경 포장이라 박스가 단촐했지만 에어튜브로 꼼꼼하게 포장해서 잘 왔네요. 사은품 도 잘 챙겨 주시고 문의드릴 일이 있어 통화했는데 친절하게 안내해 주셨네요. 지인들에게 삼성 파트너사로 추전하겠습니다. 사업 번창하시길 바랍니다.
8,100점,롯데하이마트,2024.12.21.,"
S24  자급제폰 구입은 하이마트가
",S24  자급제폰 구입은 하이마트가 가장 저렴하고 믿을 수 있었습니다전에 쓰던 제품이 4년 넘으니 성능이 느려져서 구입했는데 확실이 좋네요기능이랑 여러가지 성능은 잘모르지만 잘 사용해보겠습니다
9,100점,11번가,2024.11.19.,"
최고예요
",예전 쓰던 휴대폰이 너무 오래돼서 자꾸 에러가 발생해서 신형폰으로 바꿔서 개통했습니다. 역시 신형폰이라 응답속도도 빠르고 좋아요~ 적극 추천합니다. 다만 전에 쓰던 폰보다 좀 커서 약간 어색하긴 합니다. 다소 무겁다는 느낌도 들고요~ 나머진 모두 좋아요~~가까운 대리점에 가서 유심칩도 신규로 구입해서 개통 완료했습니다.  아주 좋아요~~
0,100점,롯데하이마트,2024.12.04.,"
6년간쓰던 갤럭시 노트9 디스플레
",6년간쓰던 갤럭시 노트9 디스플레이 변색 문제로 스마트폰 알아보던중 하이마트 할인율이 제일 좋아서 구매했습니다. 사은품으로 주신 이어맥4IN1 스마트폰 워치무선충전 무드등패드와 U+유모바일 알뜰폰 유심 잘받았습니다. 기존에 쓰던 노트9와 크기 무게 동일하네요. 아주 맘에 듭니다. 사업번창하세요!
1,100점,롯데하이마트,2024.12.24.,"
화면이 커서 좋은데 많이 무겁고,
","화면이 커서 좋은데 많이 무겁고, 구형 노트 시리즈 써왔는데 세세한 기능들이 구형 모델보다 많이 떨어집니다. 특히 한 손으로 캡쳐가 불가능하거도 불편.. 속도는 빠르고 화면 큰 건 좋아요."
2,100점,롯데하이마트,2025.01.05.,"
배송은 빠르고갤럭시 s24 fe가 생
",배송은 빠르고갤럭시 s24 fe가 생각보다 성능도 좋고 화면도 선명하고 디자인도 좋네요
3,100점,롯데하이마트,2024.11.07.,"
저는 그냥 겔24인줄알고 샀는데 fe
",저는 그냥 겔24인줄알고 샀는데 fe가 있는줄도 몰랐네요 케이스랑 필름지도 다 시켰는데 안맞아서 당황하고.. 제 탓이죠ㅜㅜ뭐 첫날이라 잘 모르겠어요그냥 열심히 써볼라구요기능은 많은거 같아요카메라 좋은지는 모르겠어요
4,100점,이마트인터넷쇼핑몰,2024.11.10.,"
저녁에 주문하고 바로 다음 날 받았습니다. 배송 포장 
",저녁에 주문하고 바로 다음 날 받았습니다. 배송 포장 꼼꼼하고 디자인 성능도 좋아 만족합니다.
5,100점,SSG.COM,2024.11.10.,"
저녁에 주문하고 바로 다음 날 받았습니다. 배송 포장 
",저녁에 주문하고 바로 다음 날 받았습니다. 배송 포장 꼼꼼하고 디자인 성능도 좋아 만족합니다.
6,100점,롯데하이마트,2024.12.14.,"
화면은 커져서 동영상보기는 좋고
",화면은 커져서 동영상보기는 좋고 무게는 좀 무겁고 성능은 빠릿빠릿하고 다좋은데 가격좀 비싸서 아쉽다
7,100점,롯데홈쇼핑,2024.11.24.,"
아버지 휴대폰 바꿔드리려 알아보던 차에 갤럭시 s2...
","아버지 휴대폰 바꿔드리려 알아보던 차에 갤럭시 s24fe 자급제폰이 괜찮은 거 같아 주문해 드렸습니다. (효도폰이라 굳이 고성능폰은 필요없으나, 아버지가 용달 일을 휴대폰으로 잡으시다 보니...폰 성능을 중요시 하셔서,,,)배송도 빠르고, 마음에 듭니다."
8,100점,이마트인터넷쇼핑몰,2024.11.08.,"
쓱데이에 할인 받고 좋은 가격에 구매했어요. 배송은 이
",쓱데이에 할인 받고 좋은 가격에 구매했어요. 배송은 이틀정도 걸렸고 만족합니다. 텍스트를 많이봐서 큰 화면으로 fe 선택했는데 좋아요. 통신사 앱을 안깔아도 되니 더 좋아요.
9,100점,SSG.COM,2024.11.08.,"
쓱데이에 할인 받고 좋은 가격에 구매했어요. 배송은 이
",쓱데이에 할인 받고 좋은 가격에 구매했어요. 배송은 이틀정도 걸렸고 만족합니다. 텍스트를 많이봐서 큰 화면으로 fe 선택했는데 좋아요. 통신사 앱을 안깔아도 되니 더 좋아요.
0,100점,11번가,2024.11.21.,"
최고예요
",자급제폰검색중 제일 저렴한곳에서 구매했습니다스팩이나 성능은 이미 다 공개되어있어서 패스하것습니다 배송이 빠르고 택배잘 받았습니다만족하고 오래쓸수 있을듯 합니다
1,100점,신세계몰,2024.11.13.,"
성능좋고..가볍고..좋아요..  프리미엄보다는 못할수있
","성능좋고..가볍고..좋아요..

프리미엄보다는 못할수있지만 편하게 쓸수있는폰이라 생각합니다

사진성능도 나쁘지는 않고..맘에 듭니다.."
2,100점,롯데하이마트,2024.12.19.,"
가격도 적당하고 성능도 좋은 거
",가격도 적당하고 성능도 좋은 거 같아요. 그레이지만 화이트에 가까워서 좋아요. 화면도 생각보다 크고... 고급스러워보이네요.
3,100점,이마트인터넷쇼핑몰,2024.11.10.,"
빠른 배송과 안전한 포장 만족합니다.  제품 성능도 좋
","빠른 배송과 안전한 포장 만족합니다.
제품 성능도 좋을 것으로 기대중인데 크기랑 두께를 기존 사용하던 노트20보다는 조금 더 있네요~"
4,80점,옥션,2025.01.14.,"
그냥은 확인이 잘 안되는데 필름 붙일려고 알콤솜으로 닦...
",그냥은 확인이 잘 안되는데 필름 붙일려고 알콤솜으로 닦으니 기스가 있습니다. 교환 사유가 될지요?게시판에 닦였다고 남겼는데 필름붙일려고 다시 닦으니 기스맞습니다.
5,100점,SSG.COM,2024.11.10.,"
빠른 배송과 안전한 포장 만족합니다.  제품 성능도 좋
","빠른 배송과 안전한 포장 만족합니다.
제품 성능도 좋을 것으로 기대중인데 크기랑 두께를 기존 사용하던 노트20보다는 조금 더 있네요~"
6,100점,신세계몰,2024.11.17.,"
온라인으로 첫 휴대폰 구입. 제대로 올까 진짜 문제없는
","온라인으로 첫 휴대폰 구입. 제대로 올까 진짜 문제없는 폰일까
걱정했는데  배송 온거 보고 안심!택배가 던져지는경우가있는데 안심포장으로 온거보고 진짜 안심!! 개통도 문제없이 되고 잘 사용!!#삼성전자이벤트"
7,100점,롯데하이마트,2024.12.19.,"
디자인이나 품질, 성능 모두 매우
","디자인이나 품질, 성능 모두 매우 우수합니다.다만 제품무게가 좀나가는 편이라 그립감이 약간 떨어지는 아쉬움이 있네요."
8,100점,신세계몰,2024.11.05.,"
S24 FE 출시일에 바로 주문했습니다  상세페이지 설
","S24 FE 출시일에 바로 주문했습니다
상세페이지 설명대로 안전하게 포장되어 다음날 바로 도착하였고
현재 업무용으로 사용중인데 성능이 굉장히 만족스럽습니다.

#삼성전자이벤트"
9,100점,롯데하이마트,2024.11.22.,"
HIMART 공식 몰에서 직접갤럭시 S24
",HIMART 공식 몰에서 직접갤럭시 S24FE 자급제를 구매하고 쓰는 후기입니다 !엘포인트까지 적립해주다니! 이거 완전 럭키비키잖아!?게다가 바로 다음날 배송까지 해주다니 !! 이렇게 빠른 배송이?그리고 할인쿠폰까지 풀어서그 어느 곳에서보다HIMART에서 제일 싸고이거 누가 기획한거야? 상줘야함 !나 치킨 포토리뷰 때문에 이러는게 아니라 이거 기획한 사람에게 치킨 돌아가야하는거 아닐까요S24FE에 대한 ....
0,100점,신세계몰,2024.11.09.,"
가성비 있는 가격의 플래그쉽의 성능을 느낄수 있어서 정
",가성비 있는 가격의 플래그쉽의 성능을 느낄수 있어서 정말 만족스러워요
1,100점,11번가,2025.01.06.,"
최고예요
",부모님 해드렸눈데 넘 이쁘고 색감도 좋고 화면이 진짜커요! 아이폰스러운 느낌도들고 너무 예쁩니다! 기본카메라도 좋고 싸게 잘샀어요!!!대만족!!!
2,100점,롯데하이마트,2024.11.20.,"
노트10  사용하다가 갈아탔어요.
","노트10  사용하다가 갈아탔어요.화면도 큼직하고, 그립감좋고..가볍네요.사진찍으니,화질도d=(^o^)=b색상도 상콤한느낌을줘서 맘에들어요~"
3,100점,신세계몰,2025.01.06.,"
금요일 주문하고 뒷날 토요일 수령하자마자 대리점 유심칩
","금요일 주문하고 뒷날 토요일 수령하자마자
대리점 유심칩 구매완료.유플러스고객센터서 보내준 문자
유알 클릭 후 발신가능해짐.
작업중 폰이 불속에 들어가서 재가된지 하루만에 새폰을 사용할수 있도록 빠른 배송 해주신 판매자님 진심으로 감사합니다."
4,100점,11번가,2025.01.06.,"
최고예요
",무게와 화질은 가격 생각하면 오케이. 70만원중반대에 산다면 굿. 기능은 베리굿하늘색도 괜찮네요
5,100점,롯데하이마트,2024.12.10.,"
빠른배송, 디자인 성능 모두 만족
","빠른배송, 디자인 성능 모두 만족합니다"
6,80점,롯데하이마트,2024.11.21.,"
가격만족 성능만족 입니다
",가격만족 성능만족 입니다
7,100점,롯데홈쇼핑,2024.11.23.,"
색상,디자인 모두 맘에 들어요. 성능은 기본이구요
","색상,디자인 모두 맘에 들어요. 성능은 기본이구요"
8,100점,11번가,2025.01.09.,"
최고예요
",자급제폰중 가격이 제일 괜찮아서 구매했습니다.무게감이 좀 있는데 만족합니다
9,80점,G마켓,2025.01.17.,"
성능 좋고 가격 다운되서 좋아요.
",카메라기능 성능 다 만족해요. 가격 다운되서 얼릉 구매함.
0,100점,신세계몰,2024.11.07.,"
안전하게 포장돼서 이상없이 제품 잘 받았습니다~ 화면도
","안전하게 포장돼서 이상없이 제품 잘 받았습니다~
화면도 크고 색감도 예쁘게 나왔네요
#삼성전자이벤트"
1,100점,신세계라이브쇼핑,2024.11.06.,"
빠르고 안전하게 배송왔습니다. 장모님 드리려고 구매했는
","빠르고 안전하게 배송왔습니다. 장모님 드리려고 구매했는데 잘 세팅해 드리려고 합니다. 싸고 좋은 물건 잘 사서 기쁘고요, 카톡이나 갤럭시 데이터 이관 방법도 같이 안내해주시어 좋습니다."
2,80점,G마켓,2025.01.17.,"
성능 좋고 가격도 다운되서 만족해요
",성능 좋고 가격도 다운되서 만족해요
3,100점,롯데하이마트,2024.12.12.,"
두대 구매했습니다.블루 품절이
",두대 구매했습니다.블루 품절이라 그라파이트 구매했습니다.그라파이트도 이쁘네요..성능은 그전 A52s 보다 많이 빠릿빠릿 하네요..
4,100점,롯데하이마트,2024.12.12.,"
두대 구매했습니다.블루 품절이
",두대 구매했습니다.블루 품절이라 그라파이트 구매했습니다.그라파이트도 이쁘네요..성능은 그전 A52s 보다 많이 빠릿빠릿 하네요..
5,100점,신세계몰,2024.11.11.,"
큰화면에 속도도 빠르고 괜찮네요. 색상도 실제로 조니 
",큰화면에 속도도 빠르고 괜찮네요. 색상도 실제로 조니 이쁘네요.
6,100점,이마트인터넷쇼핑몰,2024.11.03.,"
잘받았습니다. 화면 선명하고 빠르고 좋습니다. 파손이나
",잘받았습니다. 화면 선명하고 빠르고 좋습니다. 파손이나 이상없이 잘받았습니다. 감사합니다 
7,100점,SSG.COM,2024.11.03.,"
잘받았습니다. 화면 선명하고 빠르고 좋습니다. 파손이나
",잘받았습니다. 화면 선명하고 빠르고 좋습니다. 파손이나 이상없이 잘받았습니다. 감사합니다 
8,100점,신세계몰,2024.12.04.,"
A35 를 사용 하다가 바꿨는데 완전 신세계네요.  보
","A35 를 사용 하다가 바꿨는데 완전 신세계네요.
보급형과 고급형 차이를 확실히 느꼈습니다.
빠른 배송 꼼꼼한 포장 감사합니다."
9,100점,옥션,2025.01.15.,"
FE자급제폰 가성비 좋네요.만족합니다
",FE자급제폰 가성비 좋네요.만족합니다
0,100점,11번가,2025.01.04.,"
최고예요
",안전하게 잘 배송 되었읍니다반응 속도도 빠르고 화질도 좋읍니다
1,100점,G마켓,2024.11.10.,"
gps 이상없네요.
",gps 이슈때문에 s25로 가야 하나 많이 고민했는데 요 근래에는 별다른 후기도 없고 해서 구입했습니다. 다행이 몇일 정도 사용해봤는데 도보나 차량이나 튀는 증상 없이 정상적으로 작동되네요. 사용하면서 다른 특이한 점은 못 느꼈으나 무게감이 제일 느껴지네요.
2,80점,G마켓,2025.01.23.,"
주문하고 다음날 바로 택배 받았습니다.24fe이 생
",주문하고 다음날 바로 택배 받았습니다.24fe이 생각보다 빠릿하게 작동하는 느낌입니다.디자인도 잘나오고 회면도 커서 좋습니다.
3,80점,옥션,2025.01.23.,"
주문하고 다음날 바로 택배 받았습니다.24fe이 생각...
",주문하고 다음날 바로 택배 받았습니다.24fe이 생각보다 빠릿하게 작동하는 느낌입니다.디자인도 잘나오고 회면도 커서 좋습니다.
4,100점,롯데하이마트,2024.12.05.,"
보급형이지만 성능도 좋고 마음에
",보급형이지만 성능도 좋고 마음에 듭니다. ^^
5,100점,롯데하이마트,2024.12.08.,"
블루색상 깔끔하고 디자인 이쁩니
",블루색상 깔끔하고 디자인 이쁩니다.아주 좋아요
6,100점,신세계몰,2024.11.15.,"
기기 잘 받았습니다. 상태좋고 선물용인데 기뻐하네요 잘
","기기 잘 받았습니다. 상태좋고 선물용인데 기뻐하네요
잘 사용하겠습니다"
7,100점,11번가,2025.01.08.,"
최고예요
",아들 새폰이 필요해서 사줬는데 배송도 빠르고 기계도 파손없고 기능이상없어 잘사용하고 있습니다.
8,100점,옥션,2025.01.17.,"
알리발 안드로이드오토 디스플레이 쓰는데 옛날 샤오미폰은...
",알리발 안드로이드오토 디스플레이 쓰는데 옛날 샤오미폰은 무선연결 아무문제 없었는데 이건 계속 끊기네요. 물론 잘되는 기기가 더 많겠지만 제건 망했스
9,100점,신세계몰,2024.11.23.,"
초스피드로 배송이 되어서 처음 대하는 느낌이 좋았습니다
","초스피드로 배송이 되어서 처음 대하는 느낌이 좋았습니다. 블루를 구입했는데 파스텔톤으로 은은하고, 폰 두께도 손에 잡기 딱 좋습니다.속도도 빠르고 구입하길 잘 했습니다."
0,100점,11번가,2025.01.04.,"
최고예요
",안전하게 잘 배송 되었읍니다반응 속도도 빠르고 화질도 좋읍니다
1,100점,G마켓,2024.11.10.,"
gps 이상없네요.
",gps 이슈때문에 s25로 가야 하나 많이 고민했는데 요 근래에는 별다른 후기도 없고 해서 구입했습니다. 다행이 몇일 정도 사용해봤는데 도보나 차량이나 튀는 증상 없이 정상적으로 작동되네요. 사용하면서 다른 특이한 점은 못 느꼈으나 무게감이 제일 느껴지네요.
2,80점,G마켓,2025.01.23.,"
주문하고 다음날 바로 택배 받았습니다.24fe이 생
",주문하고 다음날 바로 택배 받았습니다.24fe이 생각보다 빠릿하게 작동하는 느낌입니다.디자인도 잘나오고 회면도 커서 좋습니다.
3,80점,옥션,2025.01.23.,"
주문하고 다음날 바로 택배 받았습니다.24fe이 생각...
",주문하고 다음날 바로 택배 받았습니다.24fe이 생각보다 빠릿하게 작동하는 느낌입니다.디자인도 잘나오고 회면도 커서 좋습니다.
4,100점,롯데하이마트,2024.12.05.,"
보급형이지만 성능도 좋고 마음에
",보급형이지만 성능도 좋고 마음에 듭니다. ^^
5,100점,롯데하이마트,2024.12.08.,"
블루색상 깔끔하고 디자인 이쁩니
",블루색상 깔끔하고 디자인 이쁩니다.아주 좋아요
6,100점,신세계몰,2024.11.15.,"
기기 잘 받았습니다. 상태좋고 선물용인데 기뻐하네요 잘
","기기 잘 받았습니다. 상태좋고 선물용인데 기뻐하네요
잘 사용하겠습니다"
