scoring,market,purchasing_date,review_title,review_content,item
20점,11번가,2024.12.07.,"
최악이에요
","개통하고 몇시간이 지나고 밧데리에서 발열이 시작되었고, 계속 충전해도 밧데리가 급속도로 방전되었습니다. 또한 아이폰이 꺼지지도 않아서 밤새 아이폰 밧데리가 터질까봐 불안했습니다. 그 다음날 아이폰 공식AS 센터에 방문하였는데 예약을 하지 않고 가서 AS 받는데 4시간이상이 걸렸습니다. 지금은 정상작동이 되는데 한달안에 똑같은 증상이 발생하면 새제품으로 교환해 준다고 합니다. 아무리 렌덤이라고 하지만 165만원을 주고 산 새 제품이 교환도 안되고, 만약에 한달 후에 이상이 발생되면 계속해서 시간을 허비하면서 AS센터에서 보내야 할까봐 걱정이 되네요. 판매자의 책임이 없다고 하더라도 리뷰를 좋게 줄 수는 없네요!","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
20점,11번가,2024.09.28.,"
최악이에요
","마이그레이션 후 기존 아이폰에서 유심을 옮겨서 껐다 켰다 수백번, 비행기모드 수백번. 유튜브나 네이버 서치를 3시간동안 해서 할 수 있는 방법을 총 동원했음에도 유심 인식(좌상단 ”SIM없음“ 표시는 안뜸)은 되는데 통신사 서비스가 안됩니다(좌상단 ”서비스없음“ 표시 뜸). 유심은 여러 다른 폰에 껴본 결과 정상이고, 메인보드 불량이 확신이 되어 교환 요청 문의 남겼는데 교환해줄지 모르겠네요.. 170만원짜리를 구매하고 각종 불량 테스트를 구매자가 해야한다는 현실이 너무 스트레스네요.","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.09.23.,"
최고예요
",아이폰 16프로 정말 만족스럽습니다.생각보다 가벼운 무게와 빠른 속도 그리고 화면이 확실히 이전세대보다 더 선명하고 밝은 느낌이 납니다. 여러모로 타 사이트에 비해 5만원 포인트와 보상판매까지 만족스러운 11번가라고 생각합니다.  강력 추천!!!,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.21.,"
아이폰 14프로 쓰다가 넘어왔어요.
","아이폰 14프로 쓰다가 넘어왔어요. 가볍고 성능이 좋고 디자인도 더 예뻐졌어요. 확실히 터치가 부드럽습니다.ㅋㅍ에서 구입 했다가 하이마트가 더 조건이 좋아서 취소하고 넘어 왔어요. 2차 구입했는데, 1차 만큼 빠르게 배송받아 정말 만족스럽습니다. 추천 드려요.","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.10.27.,"
사전예약해서 구매햇어요사전구
",사전예약해서 구매햇어요사전구매 햇는데 이틀ㅈㅣ나 폰 배송~~넘나조은걸요^^이상없는것 같아 통신사 바롱등록햇어요사실 화이트구매하고 싶엇는데너무 안떠서 데져트 삿거든요?근데 완죤♡신의한수플립4쓰고잇던 저는 넝 맘에들던데요?메인 사진 데져뜨 보다 훨씬 조아요...주변에선 별로다 이랫지만전 조았어요우선 C타입이여서갤럭시와 투폰 쓰는것도 조쿠통신사서 어플이긴하지만 녹음되는것도 좋구요~주변에 아이폰....,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.22.,"
매번 아이폰 구입할때마다 케이스
",매번 아이폰 구입할때마다 케이스를 씌우고 사용하기에 그냥 블랙 티타늄으로 구입했네요.먼저 사용하는 14 프로보다 베젤이 얇아서 넓어 보이고 IOS18 적용으로 꽤 다이나믹하게 아이폰을 사용할 수 있어 좋았습니다.카메라 버튼을 따로 제공해서 좋기는 한데 케이스를 씌우니 그립감에 방해가되는 부분이 있어서 적응하기 힘드네요.천천히 적응해봐야 겠습니다.,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2025.01.21.,"
아이폰 타령에 중고폰 사주려  하
",아이폰 타령에 중고폰 사주려  하다새폰으로  구매 했어요배송도 빠르고 포장도 충격에 걱정없이 왔어요네츄럴티타늄 색 예쁘다내요카메라 새로운 기능도 좋타고 하고 ㅡ측면 카메라버튼  줌기능아이가 너무 좋아해서 좋내요,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.23.,"
하이마트에서 사전구매 어렵게 성
",하이마트에서 사전구매 어렵게 성공해서 드뎌 오늘 배송 받았습니다. 애플케어 50% 할인 및 24개월 무이자가 가능해서 타 사이트 사전예약보다 혜택이 너무 좋네요!! 기존 아이폰 일반 쓰다가 이반에 프로모델로 남아왔는데 조금 무겁지만 카메라 성능이 넘 좋네요!! 앞으로도 많이 혜택 기대하겠습니다,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.22.,"
2차 사전예약이어서 9월 27일 이후
",2차 사전예약이어서 9월 27일 이후에 발송 예정이었는데 왠 걸 일주일 빠른 21일에 받아버렸습니다. 하이마트 배송 완전 미쳐버렸습니다!!!!아이폰 16 프로는 일단 성능이 기가막히구요!!데저트 티타늄은 보면 볼수록 색감이 고급스럽습니다!!사전예약으로 애플케어플러스도 50%나 할인받았고이것저것 L.Point까지 적립되니 혜자스럽기 그지없습니다. 다음 사전예약도 하이마트와 함께 하겠습니다!!감사합니다!!!!!!,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,SSG.COM,2024.11.01.,"
포장 상태 좋습니다.    이번 16에서는 새로운 기능
","포장 상태 좋습니다.

이번 16에서는 새로운 기능이 추가되어서 매우 좋습니다.
카메라 관련 기능으로 사진을 찍을 때 편하고 좋습니다.","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,신세계몰,2024.11.01.,"
포장 상태 좋습니다.    이번 16에서는 새로운 기능
","포장 상태 좋습니다.

이번 16에서는 새로운 기능이 추가되어서 매우 좋습니다.
카메라 관련 기능으로 사진을 찍을 때 편하고 좋습니다.","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2025.01.12.,"
최고예요
",삼성의 잔고장에 질려서 아이폰으로 갈아탔습니다.가족중 한명이 아이폰.12.유저라.비교해보면 크게.차이는 모르겠고 살짝 빠른가?싶은정도 입니다아이폰 장점이.오래쓸수있다는.건데 몇년. 잘쓰이길 바랍니다다만.장점이 굉장히 무겁다! 오래 들고있으면 팔 늘어납니다.ㄷㄷ 그리고 부가기능이 약햐다!삼성은 사용햐긴.참 편리하게.만들어진 반면.아이폰은 제약도 많고 그렇네요여튼 색상도 정말 예쁘고.잘.쓰고있습니다!,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.17.,"
최고예요
","11에서 16프로 화이트로 넘어왔어요.액정파손으로 급하게 쿠팡에서 주문했능데 30일 배송기다리고 있었능데 ㅜㅜ급 상품떴길래 부랴부랴 주문했더니 하루만에 왔어요나름 거금인데 툭쿨하게 던지고 가셔서(?) 했ㅋ떨렸지만, 포장상태가 조아 타격감 제로, 양품인듯 해서 다행였어요. 암튼 이제 폰 안되는 고통에서 해방이에요. 16프로 구입하실거라면 11번가 추천합니다!!!","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
60점,롯데하이마트,2025.01.05.,"
상품 배송은 아주 빨랐어요그런
",상품 배송은 아주 빨랐어요그런데 아이폰 여러번 사 봤는데예전에도 그랬나이번꺼는 박스가 그냥툭~~  열리네요마치 개봉했던 상품처럼약간 아쉬움이 남았네요딸 아이 선물이라 직접 개봉한다고 해서자세히 확인은 아직 못했네요오늘 저녁에 딸아이 오니 그때 폰 상태 확인해 봐야겠네요,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.22.,"
진짜 아이퐁 오랜만에 바꿨는데
",진짜 아이퐁 오랜만에 바꿨는데 양품으로 와서 좋고 써보니까 성능때문에 더 좋네요!! 사진도 잘 안찍던 제가 하루종일 사진찍고 핸드폰만 만지니까 엄마가 뭐라 하네요 ㅋㅋㅋ고민하시는 분들 고민은 배송을 늦출뿐이라는 말 다들 아시죠?아이폰은 하이마트에서 사세영~~!,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.12.12.,"
최고예요
",너무예뻐요 빠른배송이고 뽁뽁이도 튼튼해요 이제케이스만 구매하면 끝 색감 고민많이 했지만 네츄럴 티타늄 생각보다 밝고 영롱합니다. 적국 추천해요. 11번가가 할부개월수 가장많아서 여기서 결제합니다.개봉시 만일을대비 동영상 잘 찍어두고 개봉하세오. 아이폰프로 16 적극 추천!!¡,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.17.,"
최고예요
",와이프생일선물로 사줬는데 기존에 아이폰12를쓰고있어서 아무래도 바꿔주고싶어 큰맘 먹고 질렀습니다.디자인도 맘에들고 티타늄소재라 내구성도 최고네요 성능도 전작보다 뛰어나고 여러모로 구매잘했다고 생각되어지네요,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.09.,"
최고예요
",9월 23일에 주문해서 10월 8일에 받았어요~ 정말 애타게 기다렸네요ㅎㅎ 색깔 너무 이쁘고 카메라가 정말 좋아졌네요!! 다만 원래 그런건지 제것만 그런진 모르겠는데 뒷면 애플로고가 딱 맞지 않아요~ 위에 애플로고 모양 투명 스티커를 붙인거 마냥 원래 모양보다 더 크게 되어있어요~,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.18.,"
최고예요
",발송예정일보다 빨리 보내주셔서 아이에게 깜짝선물이 됐어요. 너무너무 좋아합니다. 디자인 깔끔하고 색상도 이쁘네요. 다만 가격이 후덜덜...기능은 서서히 알아봐야겠죠. 오래 잘 쓰길 바래봅니다.,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.17.,"
최고예요
",결국 질러버렸네요ㅋㅋ예전에 아이폰6 까지 쓰다가 갤럭시 갈아탔었는데아이폰15 나올때부터 다시 아이폰으로 갈아타고 싶었어요.화이트 할까 데저트 할까 하다가 화이트 했어요.정말 큰맘 먹고 주문했네요.결제 후 다음날 도착까지 너무 좋아요!!!!아이폰16프로 아주 오래오래 쓸거에요ㅋㅋㅋ,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.16.,"
최고예요
","배송 예정일이 10월 16일 이후였는데 예정보다 약 5일 정도 일찍 받게 되었습니다처음 배송 왔을 때 택배 박스가 많이 젖어있었어서 불안했는데 내부는 포장 튼튼하게 해서 와서 휴대폰에 문제 없었구요박스가 젖어 있던 점, 휴대폰 발열 심한 느낌  빼고는불량 없이 와서 다 너무 너무 만족스러웠어요!","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,SSG.COM,2024.11.09.,"
제품은 빠르게 받고 만족스러웠어요 다만 트레이드 시스템
","제품은 빠르게 받고 만족스러웠어요
다만 트레이드 시스템은 엉망이네요 
강화유리 스크레치로 C등급이 나왔다길래 액정필름 한번 제거한적도 없던폰인데...판매 거절하고 폰 다시 받으니 같이 보냈던 박스풀셋 모두 폐기했다며 폰만 달랑 돌려보내주네요 센터가서 액정 이상 없는것도 확인했습니다. 협력업체겠지만 이마트 평판리스크도 따라갑니다","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,신세계몰,2024.11.09.,"
제품은 빠르게 받고 만족스러웠어요 다만 트레이드 시스템
","제품은 빠르게 받고 만족스러웠어요
다만 트레이드 시스템은 엉망이네요 
강화유리 스크레치로 C등급이 나왔다길래 액정필름 한번 제거한적도 없던폰인데...판매 거절하고 폰 다시 받으니 같이 보냈던 박스풀셋 모두 폐기했다며 폰만 달랑 돌려보내주네요 센터가서 액정 이상 없는것도 확인했습니다. 협력업체겠지만 이마트 평판리스크도 따라갑니다","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.11.01.,"
최고예요
",아이폰 12에서 16 Pro 256G 자급제 기변했어요. 외관은 아이폰 간지 그대로이고 성능 또한 체감할수 있을 정도로 훌륭합니다,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.10.13.,"
사실 구매하기전에 14프로에서 15
",사실 구매하기전에 14프로에서 15프로와 16프로 고민 많이하고 안좋은 평이 많던 16프로 라서 구매 고민 많이했는데 그런걱정 할필요가 없었구나 싶어요... 너무 좋은 시안성이나 부드러움은 더 높아짐을 충분히 느낄수 있었고 카메라는 솔직히 전문가 아니라면 일반인이 충분히 좋다고 느낄만하다고 생각합니다 카메라 버튼도 생각하기 나름인거 같구요 일딴 대만족!!,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.11.15.,"
최고예요
",아이폰16프로 카메라 화질이 너무 좋아서 고민하다가 샀는데 역시나 프로 넘 예쁘네요!!ㅎㅎ 배송도 빠르고 포장 영상까지 볼 수 있어서 안전하게 구매할 수 있어서 좋았어요~~!!,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2025.01.01.,"
최고예요
",색상 계속 고민하다가 케이스끼우고 화면만 보고 살건데 뭐가중요해 하면서 새로운 색상을 구매해봤는데 대만족이고 너무 빠른 배송에 또한번 감탄했습니다 하자도없고 기스도 없고 안전배송 빠른배송 감사합니당,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.11.02.,"
최고예요
",역시 아이폰프로16성능최고입니다보안이철저하고디자인이너무좋아요충전도C타입으로되서더욱편리합니다최고입니다,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.12.,"
최고예요
",9/29일에 3차로 주문했고 10/11오늘 받았어요! 예상했던 날짜보다 더 일찍 왔고 슈팅배송으로 엄청 빨리왔어요. 하자없는 좋은 폰으로 잘 받았어요! 데저트 티타늄 색 역시 인기 많은 이유가 있나보네요. 색이 골드도 아닌데 로즈골드도 아닌.. 은은한 ? 옅은 로즈골드 느낌이에요. 아이폰 16프로 시그니처 컬러라 맘에듦니다. 잘 사용할게요자급제는 역시 11번가에요!,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.11.07.,"
최고예요
","11 프로 외관은 괜찮은데, 배터리 효율은 괜찮은데 빨리 닳고 뜨거워져서 갑자기 샀습니다.하고나니.. 512gb 살껄 그랬다 싶네요 ㅎㅎㅎㅎ카메라가 엄청 크고 튀어나와서 그것이 조금 불안하네요 ^^;16 프로만 놓고 ?을땐 몰랐는데, 11 프로 봤다가 보니 확실히 밝기나 움직임에 차이가 느껴집니다.","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.14.,"
최고예요
",디자인도 훌륭하고 성능도 좋습니다택배포장도 에어캡에 잘 씌워와서 만족스럽습니다.,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.18.,"
최고예요
",예약배송일 보다 빨리 받아서 기분이가 너무 좋아요^^몇년동안 미니만 썼더니 크고 무겁지만 이또한 익숙해지겠죠.기변한 이유중 하나가 카메라!!요즘 매일 줌 땡겨봅니다 ㅋㅋㅋ박스 부서진것없이 뽁뽁이에 잘 포장되어 왔길래 바로 사용해버렸습니다.,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.23.,"
2차예약 주문이라 9월말-10월초에
",2차예약 주문이라 9월말-10월초에 받을 각오하고있었는데 1차랑 똑같이 21일에 도착했어요! 총알배송 짱데저트 색 걱정했는데 로즈골드에요 존예ㅠㅠㅜ넘 이쁘구 오랜만에 새폰 사는거라 더 좋네요~!~!~! 다른데도 할인은 잘 안해주고 그나마 24개월 무이자 할부 혜택이 좋아서 하이마트에서 샀습니다!,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.23.,"
기대했던 만큼 만족스럽습니다하
",기대했던 만큼 만족스럽습니다하이마트에서 빠른 배송 해주어 좋네요 ㅎㅎ카메라도 훨씬 좋아요뭔가 좀 필터 씐거같긴한데.. 좋아요그리고 줌할때 한번에 확대되지않는건 아쉽네요(카메라물리버튼으로)오래오래 잘쓸게요 ^^*데저트 짱 !!,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.26.,"
최고예요
",자급제 할부 조건 여러 사이트 알아봤는데 11번가가 신한 무이자 16개월 가능해서 바로 구매했습니당! 한 달 동안 고민하다가 드디어 겟한 아이폰16프로.. 실물 진짜 예쁘구 불량 없이 잘 도착해서 넘 만족중입니다!! 배송도 하루만에 안전하게 왔어용~~,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.23.,"
하이마트에서 자급제 폰만 3번째
","하이마트에서 자급제 폰만 3번째 구매입니다.아이폰 16 프로 구매를 위해서 계속 행사 대기하고 있었는데사전예약으로 애플케어 할인혜택까지 받게 되었네요트레이드인 추가 혜택까지 신청했는데, 앞으로도 좋은 기획전 부탁드립니다.","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.23.,"
최고예요
",아이폰 13 일반 모델에서 넘어왔는데 성능과 카메라 차이 체감이 큽니다. 색상이 정말 예쁘네요 만족합니다.,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.05.,"
최고예요
",처음으로 자급제 폰 구매하여 사용중인데 우려햇던것과는 달리 외부도 기능도 정상이고 만족스럽게 사용하고잇슴당~ 꼼꼼하게 포장해서 배송해주샤서 감사함다~~~,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.22.,"
디자인도 좋고 성능도 좋고 사전
",디자인도 좋고 성능도 좋고 사전예약으로 좋은 가격에 사서 좋습니다.,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.21.,"
2차예약이었는데 받았어요!! ㅎㅎ
",2차예약이었는데 받았어요!! ㅎㅎ 너무 빨리받아서 좋네요 ㅎㅎ 화질도좋고 카메라 성능도 좋아요,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.11.06.,"
아주 아주 만족합니다! 5년만에 바
","아주 아주 만족합니다! 5년만에 바꾼 휴대폰이었는데, 배터리 성능 아주 좋고 카메라도 너무 예쁘게 잘 찍혀요! 대만족 ?","APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,11번가,2024.10.18.,"
최고예요
",성능이 죽이네요.. 무엇보다 배터리.. 너무 빨리 방전돼서 샀는데 이건 오래 가요.. 물론 시간이 지나면 짧아지겠지만.. 일단 지금은 좋아요. 디자인도 굿,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.29.,"
하이마트가 더 싸길래 쿠팡에서
",하이마트가 더 싸길래 쿠팡에서 결제한거 취소하고 하이마트로 다시 구매했어요!사전예약 마지막날인 19일에 결제했는데 배송 22일에 받았어요! 겁나 빠르고 애플케어도 반값...?케이스도 반값이엇는데 같이 결제 안해서 ㅠㅠㅠ 살 껄 그랫네용ㅜㅠㅜㅠ 아이폰 사전예약은 하이마트가 좋네요...! 감사합니다!!!?,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
100점,롯데하이마트,2024.09.22.,"
처음 아이폰 구매했는데 아직 적
",처음 아이폰 구매했는데 아직 적응이 안되지만 디자인은 만족해요화이트사려다 데저트샀는데 만족합니지다,"APPLE 아이폰16 프로 256GB, 자급제 (자급제 공기계)"
